Date;Power
2022-10-19 03:06:00;0.0
2022-10-19 03:07:00;0.0
2022-10-19 03:08:00;0.0
2022-10-19 03:09:00;0.0
2022-10-19 03:10:00;0.0
2022-10-19 03:11:00;0.0
2022-10-19 03:12:00;0.0
2022-10-19 03:13:00;0.0
2022-10-19 03:14:00;0.0
2022-10-19 03:15:00;0.0
2022-10-19 03:16:00;0.0
2022-10-19 03:17:00;0.0
2022-10-19 03:18:00;0.0
2022-10-19 03:19:00;0.0
2022-10-19 03:20:00;0.0
2022-10-19 03:21:00;0.0
2022-10-19 03:22:00;0.0
2022-10-19 03:23:00;0.0
2022-10-19 03:24:00;0.0
2022-10-19 03:25:00;0.0
2022-10-19 03:26:00;0.0
2022-10-19 03:27:00;0.0
2022-10-19 03:28:00;0.0
2022-10-19 03:29:00;0.0
2022-10-19 03:30:00;0.0
2022-10-19 03:31:00;0.0
2022-10-19 03:32:00;0.0
2022-10-19 03:33:00;0.0
2022-10-19 03:34:00;0.0
2022-10-19 03:35:00;0.0
2022-10-19 03:36:00;0.0
2022-10-19 03:37:00;0.0
2022-10-19 03:38:00;0.0
2022-10-19 03:39:00;0.0
2022-10-19 03:40:00;0.0
2022-10-19 03:41:00;0.0
2022-10-19 03:42:00;0.0
2022-10-19 03:43:00;0.0
2022-10-19 03:44:00;0.0
2022-10-19 03:45:00;0.0
2022-10-19 03:46:00;0.0
2022-10-19 03:47:00;0.0
2022-10-19 03:48:00;0.0
2022-10-19 03:49:00;0.0
2022-10-19 03:50:00;0.0
2022-10-19 03:51:00;0.0
2022-10-19 03:52:00;0.0
2022-10-19 03:53:00;0.0
2022-10-19 03:54:00;0.0
2022-10-19 03:55:00;0.0
2022-10-19 03:56:00;0.0
2022-10-19 03:57:00;0.0
2022-10-19 03:58:00;0.0
2022-10-19 03:59:00;0.0
2022-10-19 04:00:00;0.0
2022-10-19 04:01:00;0.0
2022-10-19 04:02:00;0.0
2022-10-19 04:03:00;0.0
2022-10-19 04:04:00;0.0
2022-10-19 04:05:00;0.0
2022-10-19 04:06:00;0.0
2022-10-19 04:07:00;0.0
2022-10-19 04:08:00;0.0
2022-10-19 04:09:00;0.0
2022-10-19 04:10:00;0.0
2022-10-19 04:11:00;0.0
2022-10-19 04:12:00;0.0
2022-10-19 04:13:00;0.0
2022-10-19 04:14:00;0.0
2022-10-19 04:15:00;0.0
2022-10-19 04:16:00;0.0
2022-10-19 04:17:00;0.0
2022-10-19 04:18:00;0.0
2022-10-19 04:19:00;0.0
2022-10-19 04:20:00;0.0
2022-10-19 04:21:00;0.0
2022-10-19 04:22:00;0.0
2022-10-19 04:23:00;0.0
2022-10-19 04:24:00;0.0
2022-10-19 04:25:00;0.0
2022-10-19 04:26:00;0.0
2022-10-19 04:27:00;0.0
2022-10-19 04:28:00;0.0
2022-10-19 04:29:00;0.0
2022-10-19 04:30:00;0.0
2022-10-19 04:31:00;0.0
2022-10-19 04:32:00;0.0
2022-10-19 04:33:00;0.0
2022-10-19 04:34:00;0.0
2022-10-19 04:35:00;0.0
2022-10-19 04:36:00;0.0
2022-10-19 04:37:00;0.0
2022-10-19 04:38:00;0.0
2022-10-19 04:39:00;0.0
2022-10-19 04:40:00;0.0
2022-10-19 04:41:00;0.0
2022-10-19 04:42:00;0.0
2022-10-19 04:43:00;0.0
2022-10-19 04:44:00;0.0
2022-10-19 04:45:00;0.0
2022-10-19 04:46:00;0.0
2022-10-19 04:47:00;0.0
2022-10-19 04:48:00;0.0
2022-10-19 04:49:00;0.0
2022-10-19 04:50:00;0.0
2022-10-19 04:51:00;0.0
2022-10-19 04:52:00;0.0
2022-10-19 04:53:00;0.0
2022-10-19 04:54:00;0.0
2022-10-19 04:55:00;0.0
2022-10-19 04:56:00;0.0
2022-10-19 04:57:00;0.0
2022-10-19 04:58:00;0.0
2022-10-19 04:59:00;0.0
2022-10-19 05:00:00;0.0
2022-10-19 05:01:00;0.0
2022-10-19 05:02:00;0.0
2022-10-19 05:03:00;0.0
2022-10-19 05:04:00;0.0
2022-10-19 05:05:00;0.0
2022-10-19 05:06:00;0.0
2022-10-19 05:07:00;0.0
2022-10-19 05:08:00;0.0
2022-10-19 05:09:00;0.0
2022-10-19 05:10:00;0.0
2022-10-19 05:11:00;0.0
2022-10-19 05:12:00;0.0
2022-10-19 05:13:00;0.0
2022-10-19 05:14:00;0.0
2022-10-19 05:15:00;0.0
2022-10-19 05:16:00;0.0
2022-10-19 05:17:00;0.0
2022-10-19 05:18:00;0.0
2022-10-19 05:19:00;0.0
2022-10-19 05:20:00;0.0
2022-10-19 05:21:00;0.0
2022-10-19 05:22:00;0.0
2022-10-19 05:23:00;0.0
2022-10-19 05:24:00;0.0
2022-10-19 05:25:00;0.0
2022-10-19 05:26:00;0.0
2022-10-19 05:27:00;0.0
2022-10-19 05:28:00;0.0
2022-10-19 05:29:00;0.0
2022-10-19 05:30:00;0.0
2022-10-19 05:31:00;0.0
2022-10-19 05:32:00;0.0
2022-10-19 05:33:00;0.0
2022-10-19 05:34:00;0.0
2022-10-19 05:35:00;0.0
2022-10-19 05:36:00;0.0
2022-10-19 05:37:00;0.0
2022-10-19 05:38:00;0.0
2022-10-19 05:39:00;0.0
2022-10-19 05:40:00;0.0
2022-10-19 05:41:00;0.0
2022-10-19 05:42:00;0.0
2022-10-19 05:43:00;0.0
2022-10-19 05:44:00;0.0
2022-10-19 05:45:00;0.0
2022-10-19 05:46:00;0.0
2022-10-19 05:47:00;0.0
2022-10-19 05:48:00;0.0
2022-10-19 05:49:00;0.0
2022-10-19 05:50:00;0.0
2022-10-19 05:51:00;0.0
2022-10-19 05:52:00;0.0
2022-10-19 05:53:00;0.0
2022-10-19 05:54:00;0.0
2022-10-19 05:55:00;0.0
2022-10-19 05:56:00;0.0
2022-10-19 05:57:00;0.0
2022-10-19 05:58:00;0.0
2022-10-19 05:59:00;0.0
2022-10-19 06:00:00;0.0
2022-10-19 06:01:00;0.0
2022-10-19 06:02:00;0.0
2022-10-19 06:03:00;0.0
2022-10-19 06:04:00;0.0
2022-10-19 06:05:00;0.0
2022-10-19 06:06:00;0.0
2022-10-19 06:07:00;0.0
2022-10-19 06:08:00;0.0
2022-10-19 06:09:00;0.0
2022-10-19 06:10:00;0.0
2022-10-19 06:11:00;0.0
2022-10-19 06:12:00;0.0
2022-10-19 06:13:00;0.0
2022-10-19 06:14:00;0.0
2022-10-19 06:15:00;0.0
2022-10-19 06:16:00;0.0
2022-10-19 06:17:00;0.0
2022-10-19 06:18:00;0.0
2022-10-19 06:19:00;0.0
2022-10-19 06:20:00;0.0
2022-10-19 06:21:00;0.0
2022-10-19 06:22:00;0.0
2022-10-19 06:23:00;0.0
2022-10-19 06:24:00;0.0
2022-10-19 06:25:00;0.0
2022-10-19 06:26:00;0.0
2022-10-19 06:27:00;0.0
2022-10-19 06:28:00;0.0
2022-10-19 06:29:00;0.0
2022-10-19 06:30:00;0.0
2022-10-19 06:31:00;0.0
2022-10-19 06:32:00;0.0
2022-10-19 06:33:00;0.0
2022-10-19 06:34:00;0.0
2022-10-19 06:35:00;0.0
2022-10-19 06:36:00;0.0
2022-10-19 06:37:00;0.0
2022-10-19 06:38:00;0.0
2022-10-19 06:39:00;0.0
2022-10-19 06:40:00;0.0
2022-10-19 06:41:00;0.0
2022-10-19 06:42:00;0.0
2022-10-19 06:43:00;0.0
2022-10-19 06:44:00;0.0
2022-10-19 06:45:00;0.0
2022-10-19 06:46:00;0.0
2022-10-19 06:47:00;0.0
2022-10-19 06:48:00;0.0
2022-10-19 06:49:00;0.0
2022-10-19 06:50:00;0.0
2022-10-19 06:51:00;0.0
2022-10-19 06:52:00;0.0
2022-10-19 06:53:00;0.0
2022-10-19 06:54:00;0.0
2022-10-19 06:55:00;0.0
2022-10-19 06:56:00;0.0
2022-10-19 06:57:00;0.0
2022-10-19 06:58:00;0.0
2022-10-19 06:59:00;0.0
2022-10-19 07:00:00;0.0
2022-10-19 07:01:00;0.0
2022-10-19 07:02:00;0.0
2022-10-19 07:03:00;0.0
2022-10-19 07:04:00;0.0
2022-10-19 07:05:00;0.0
2022-10-19 07:06:00;0.0
2022-10-19 07:07:00;0.0
2022-10-19 07:08:00;0.0
2022-10-19 07:09:00;0.0
2022-10-19 07:10:00;0.0
2022-10-19 07:11:00;0.0
2022-10-19 07:12:00;0.0
2022-10-19 07:13:00;0.0
2022-10-19 07:14:00;0.0
2022-10-19 07:15:00;0.0
2022-10-19 07:16:00;0.0
2022-10-19 07:17:00;0.0
2022-10-19 07:18:00;0.0
2022-10-19 07:19:00;0.0
2022-10-19 07:20:00;0.0
2022-10-19 07:21:00;0.0
2022-10-19 07:22:00;0.0
2022-10-19 07:23:00;0.0
2022-10-19 07:24:00;0.0
2022-10-19 07:25:00;0.0
2022-10-19 07:26:00;0.0
2022-10-19 07:27:00;0.0
2022-10-19 07:28:00;0.0
2022-10-19 07:29:00;0.0
2022-10-19 07:30:00;0.0
2022-10-19 07:31:00;0.0
2022-10-19 07:32:00;0.0
2022-10-19 07:33:00;0.0
2022-10-19 07:34:00;0.0
2022-10-19 07:35:00;0.0
2022-10-19 07:36:00;0.0
2022-10-19 07:37:00;0.0
2022-10-19 07:38:00;0.0
2022-10-19 07:39:00;0.0
2022-10-19 07:40:00;0.0
2022-10-19 07:41:00;0.0
2022-10-19 07:42:00;0.0
2022-10-19 07:43:00;0.0
2022-10-19 07:44:00;0.0
2022-10-19 07:45:00;0.0
2022-10-19 07:46:00;0.0
2022-10-19 07:47:00;0.0
2022-10-19 07:48:00;0.0
2022-10-19 07:49:00;0.0
2022-10-19 07:50:00;0.0
2022-10-19 07:51:00;0.0
2022-10-19 07:52:00;0.0
2022-10-19 07:53:00;0.0
2022-10-19 07:54:00;0.0
2022-10-19 07:55:00;0.0
2022-10-19 07:56:00;0.0
2022-10-19 07:57:00;0.0
2022-10-19 07:58:00;0.0
2022-10-19 07:59:00;0.0
2022-10-19 08:00:00;0.0
2022-10-19 08:01:00;0.0
2022-10-19 08:02:00;0.0
2022-10-19 08:03:00;0.0
2022-10-19 08:04:00;0.0
2022-10-19 08:05:00;0.0
2022-10-19 08:06:00;0.0
2022-10-19 08:07:00;0.0
2022-10-19 08:08:00;0.0
2022-10-19 08:09:00;0.0
2022-10-19 08:10:00;0.0
2022-10-19 08:11:00;0.0
2022-10-19 08:12:00;0.0
2022-10-19 08:13:00;0.0
2022-10-19 08:14:00;0.0
2022-10-19 08:15:00;0.0
2022-10-19 08:16:00;0.0
2022-10-19 08:17:00;0.0
2022-10-19 08:18:00;0.0
2022-10-19 08:19:00;0.0
2022-10-19 08:20:00;0.0
2022-10-19 08:21:00;0.0
2022-10-19 08:22:00;0.0
2022-10-19 08:23:00;0.0
2022-10-19 08:24:00;0.0
2022-10-19 08:25:00;0.0
2022-10-19 08:26:00;0.0
2022-10-19 08:27:00;0.0
2022-10-19 08:28:00;0.0
2022-10-19 08:29:00;0.0
2022-10-19 08:30:00;0.0
2022-10-19 08:31:00;0.0
2022-10-19 08:32:00;0.0
2022-10-19 08:33:00;0.0
2022-10-19 08:34:00;0.0
2022-10-19 08:35:00;0.0
2022-10-19 08:36:00;0.0
2022-10-19 08:37:00;0.0
2022-10-19 08:38:00;0.0
2022-10-19 08:39:00;0.0
2022-10-19 08:40:00;0.0
2022-10-19 08:41:00;0.0
2022-10-19 08:42:00;0.0
2022-10-19 08:43:00;0.0
2022-10-19 08:44:00;0.0
2022-10-19 08:45:00;0.0
2022-10-19 08:46:00;0.0
2022-10-19 08:47:00;0.0
2022-10-19 08:48:00;0.0
2022-10-19 08:49:00;0.0
2022-10-19 08:50:00;0.0
2022-10-19 08:51:00;0.0
2022-10-19 08:52:00;0.0
2022-10-19 08:53:00;0.0
2022-10-19 08:54:00;0.0
2022-10-19 08:55:00;0.0
2022-10-19 08:56:00;0.0
2022-10-19 08:57:00;0.0
2022-10-19 08:58:00;0.0
2022-10-19 08:59:00;0.0
2022-10-19 09:00:00;0.0
2022-10-19 09:01:00;0.0
2022-10-19 09:02:00;0.0
2022-10-19 09:03:00;0.0
2022-10-19 09:04:00;0.0
2022-10-19 09:05:00;0.0
2022-10-19 09:06:00;0.0
2022-10-19 09:07:00;0.0
2022-10-19 09:08:00;0.0
2022-10-19 09:09:00;0.0
2022-10-19 09:10:00;0.0
2022-10-19 09:11:00;0.0
2022-10-19 09:12:00;0.0
2022-10-19 09:13:00;0.0
2022-10-19 09:14:00;0.0
2022-10-19 09:15:00;0.0
2022-10-19 09:16:00;0.0
2022-10-19 09:17:00;0.0
2022-10-19 09:18:00;0.0
2022-10-19 09:19:00;0.0
2022-10-19 09:20:00;0.0
2022-10-19 09:21:00;0.0
2022-10-19 09:22:00;0.0
2022-10-19 09:23:00;0.0
2022-10-19 09:24:00;0.0
2022-10-19 09:25:00;0.0
2022-10-19 09:26:00;0.0
2022-10-19 09:27:00;0.0
2022-10-19 09:28:00;0.0
2022-10-19 09:29:00;0.0
2022-10-19 09:30:00;0.0
2022-10-19 09:31:00;0.0
2022-10-19 09:32:00;0.0
2022-10-19 09:33:00;0.0
2022-10-19 09:34:00;0.0
2022-10-19 09:35:00;0.0
2022-10-19 09:36:00;0.0
2022-10-19 09:37:00;0.0
2022-10-19 09:38:00;0.0
2022-10-19 09:39:00;0.0
2022-10-19 09:40:00;0.0
2022-10-19 09:41:00;0.0
2022-10-19 09:42:00;0.0
2022-10-19 09:43:00;0.0
2022-10-19 09:44:00;0.0
2022-10-19 09:45:00;0.0
2022-10-19 09:46:00;0.0
2022-10-19 09:47:00;0.0
2022-10-19 09:48:00;0.0
2022-10-19 09:49:00;0.0
2022-10-19 09:50:00;0.0
2022-10-19 09:51:00;0.0
2022-10-19 09:52:00;0.0
2022-10-19 09:53:00;0.0
2022-10-19 09:54:00;0.0
2022-10-19 09:55:00;0.0
2022-10-19 09:56:00;0.0
2022-10-19 09:57:00;0.0
2022-10-19 09:58:00;0.0
2022-10-19 09:59:00;0.0
2022-10-19 10:00:00;0.0
2022-10-19 10:01:00;0.0
2022-10-19 10:02:00;0.0
2022-10-19 10:03:00;0.0
2022-10-19 10:04:00;0.0
2022-10-19 10:05:00;0.0
2022-10-19 10:06:00;0.0
2022-10-19 10:07:00;0.0
2022-10-19 10:08:00;0.0
2022-10-19 10:09:00;0.0
2022-10-19 10:10:00;0.0
2022-10-19 10:11:00;0.0
2022-10-19 10:12:00;0.0
2022-10-19 10:13:00;0.0
2022-10-19 10:14:00;0.0
2022-10-19 10:15:00;0.0
2022-10-19 10:16:00;0.0
2022-10-19 10:17:00;0.0
2022-10-19 10:18:00;0.0
2022-10-19 10:19:00;0.0
2022-10-19 10:20:00;0.0
2022-10-19 10:21:00;0.0
2022-10-19 10:22:00;0.0
2022-10-19 10:23:00;0.0
2022-10-19 10:24:00;0.0
2022-10-19 10:25:00;0.0
2022-10-19 10:26:00;0.0
2022-10-19 10:27:00;0.0
2022-10-19 10:28:00;0.0
2022-10-19 10:29:00;0.0
2022-10-19 10:30:00;0.0
2022-10-19 10:31:00;0.0
2022-10-19 10:32:00;0.0
2022-10-19 10:33:00;0.0
2022-10-19 10:34:00;0.0
2022-10-19 10:35:00;0.0
2022-10-19 10:36:00;0.0
2022-10-19 10:37:00;0.0
2022-10-19 10:38:00;0.0
2022-10-19 10:39:00;0.0
2022-10-19 10:40:00;0.0
2022-10-19 10:41:00;0.0
2022-10-19 10:42:00;0.0
2022-10-19 10:43:00;0.0
2022-10-19 10:44:00;0.0
2022-10-19 10:45:00;0.0
2022-10-19 10:46:00;0.0
2022-10-19 10:47:00;0.0
2022-10-19 10:48:00;0.0
2022-10-19 10:49:00;0.0
2022-10-19 10:50:00;0.0
2022-10-19 10:51:00;0.0
2022-10-19 10:52:00;0.0
2022-10-19 10:53:00;0.0
2022-10-19 10:54:00;0.0
2022-10-19 10:55:00;0.0
2022-10-19 10:56:00;0.0
2022-10-19 10:57:00;0.0
2022-10-19 10:58:00;0.0
2022-10-19 10:59:00;0.0
2022-10-19 11:00:00;0.0
2022-10-19 11:01:00;0.0
2022-10-19 11:02:00;0.0
2022-10-19 11:03:00;0.0
2022-10-19 11:04:00;0.0
2022-10-19 11:05:00;0.0
2022-10-19 11:06:00;0.0
2022-10-19 11:07:00;0.0
2022-10-19 11:08:00;0.0
2022-10-19 11:09:00;0.0
2022-10-19 11:10:00;0.0
2022-10-19 11:11:00;0.0
2022-10-19 11:12:00;0.0
2022-10-19 11:13:00;0.0
2022-10-19 11:14:00;0.0
2022-10-19 11:15:00;0.0
2022-10-19 11:16:00;0.0
2022-10-19 11:17:00;0.0
2022-10-19 11:18:00;0.0
2022-10-19 11:19:00;0.0
2022-10-19 11:20:00;0.0
2022-10-19 11:21:00;0.0
2022-10-19 11:22:00;0.0
2022-10-19 11:23:00;0.0
2022-10-19 11:24:00;0.0
2022-10-19 11:25:00;0.0
2022-10-19 11:26:00;0.0
2022-10-19 11:27:00;0.0
2022-10-19 11:28:00;0.0
2022-10-19 11:29:00;0.0
2022-10-19 11:30:00;0.0
2022-10-19 11:31:00;0.0
2022-10-19 11:32:00;0.0
2022-10-19 11:33:00;0.0
2022-10-19 11:34:00;0.0
2022-10-19 11:35:00;0.0
2022-10-19 11:36:00;0.0
2022-10-19 11:37:00;0.0
2022-10-19 11:38:00;0.0
2022-10-19 11:39:00;0.0
2022-10-19 11:40:00;0.0
2022-10-19 11:41:00;0.0
2022-10-19 11:42:00;0.0
2022-10-19 11:43:00;0.0
2022-10-19 11:44:00;0.0
2022-10-19 11:45:00;0.0
2022-10-19 11:46:00;0.0
2022-10-19 11:47:00;0.0
2022-10-19 11:48:00;0.0
2022-10-19 11:49:00;0.0
2022-10-19 11:50:00;0.0
2022-10-19 11:51:00;0.0
2022-10-19 11:52:00;0.0
2022-10-19 11:53:00;0.0
2022-10-19 11:54:00;0.0
2022-10-19 11:55:00;0.0
2022-10-19 11:56:00;0.0
2022-10-19 11:57:00;0.0
2022-10-19 11:58:00;0.0
2022-10-19 11:59:00;0.0
2022-10-19 12:00:00;0.0
2022-10-19 12:01:00;0.0
2022-10-19 12:02:00;0.0
2022-10-19 12:03:00;0.0
2022-10-19 12:04:00;0.0
2022-10-19 12:05:00;0.0
2022-10-19 12:06:00;0.0
2022-10-19 12:07:00;0.0
2022-10-19 12:08:00;0.0
2022-10-19 12:09:00;0.0
2022-10-19 12:10:00;0.0
2022-10-19 12:11:00;0.0
2022-10-19 12:12:00;0.0
2022-10-19 12:13:00;0.0
2022-10-19 12:14:00;0.0
2022-10-19 12:15:00;0.0
2022-10-19 12:16:00;0.0
2022-10-19 12:17:00;0.0
2022-10-19 12:18:00;0.0
2022-10-19 12:19:00;0.0
2022-10-19 12:20:00;0.0
2022-10-19 12:21:00;0.0
2022-10-19 12:22:00;0.0
2022-10-19 12:23:00;0.0
2022-10-19 12:24:00;0.0
2022-10-19 12:25:00;0.0
2022-10-19 12:26:00;0.0
2022-10-19 12:27:00;0.0
2022-10-19 12:28:00;0.0
2022-10-19 12:29:00;0.0
2022-10-19 12:30:00;0.0
2022-10-19 12:31:00;0.0
2022-10-19 12:32:00;0.0
2022-10-19 12:33:00;0.0
2022-10-19 12:34:00;0.0
2022-10-19 12:35:00;0.0
2022-10-19 12:36:00;0.0
2022-10-19 12:37:00;0.0
2022-10-19 12:38:00;0.0
2022-10-19 12:39:00;0.0
2022-10-19 12:40:00;0.0
2022-10-19 12:41:00;0.0
2022-10-19 12:42:00;0.0
2022-10-19 12:43:00;0.0
2022-10-19 12:44:00;0.0
2022-10-19 12:45:00;0.0
2022-10-19 12:46:00;0.0
2022-10-19 12:47:00;0.0
2022-10-19 12:48:00;0.0
2022-10-19 12:49:00;0.0
2022-10-19 12:50:00;0.0
2022-10-19 12:51:00;0.0
2022-10-19 12:52:00;0.0
2022-10-19 12:53:00;0.0
2022-10-19 12:54:00;0.0
2022-10-19 12:55:00;0.0
2022-10-19 12:56:00;0.0
2022-10-19 12:57:00;0.0
2022-10-19 12:58:00;0.0
2022-10-19 12:59:00;0.0
2022-10-19 13:00:00;0.0
2022-10-19 13:01:00;0.0
2022-10-19 13:02:00;0.0
2022-10-19 13:03:00;0.0
2022-10-19 13:04:00;0.0
2022-10-19 13:05:00;0.0
2022-10-19 13:06:00;0.0
2022-10-19 13:07:00;0.0
2022-10-19 13:08:00;0.0
2022-10-19 13:09:00;0.0
2022-10-19 13:10:00;0.0
2022-10-19 13:11:00;0.0
2022-10-19 13:12:00;0.0
2022-10-19 13:13:00;0.0
2022-10-19 13:14:00;0.0
2022-10-19 13:15:00;0.0
2022-10-19 13:16:00;0.0
2022-10-19 13:17:00;0.0
2022-10-19 13:18:00;0.0
2022-10-19 13:19:00;0.0
2022-10-19 13:20:00;0.0
2022-10-19 13:21:00;0.0
2022-10-19 13:22:00;0.0
2022-10-19 13:23:00;0.0
2022-10-19 13:24:00;0.0
2022-10-19 13:25:00;0.0
2022-10-19 13:26:00;0.0
2022-10-19 13:27:00;0.0
2022-10-19 13:28:00;0.0
2022-10-19 13:29:00;0.0
2022-10-19 13:30:00;0.0
2022-10-19 13:31:00;0.0
2022-10-19 13:32:00;0.0
2022-10-19 13:33:00;0.0
2022-10-19 13:34:00;0.0
2022-10-19 13:35:00;0.0
2022-10-19 13:36:00;0.0
2022-10-19 13:37:00;0.0
2022-10-19 13:38:00;292.33500000000004
2022-10-19 13:39:00;1353.3350000000005
2022-10-19 13:40:00;1324.6816666666666
2022-10-19 13:41:00;1296.635
2022-10-19 13:42:00;383.60999999999996
2022-10-19 13:43:00;0.0
2022-10-19 13:44:00;0.0
2022-10-19 13:45:00;0.0
2022-10-19 13:46:00;0.0
2022-10-19 13:47:00;0.0
2022-10-19 13:48:00;0.0
2022-10-19 13:49:00;0.0
2022-10-19 13:50:00;31.466666666666665
2022-10-19 13:51:00;59.0
2022-10-19 13:52:00;50.333333333333336
2022-10-19 13:53:00;46.0
2022-10-19 13:54:00;46.0
2022-10-19 13:55:00;59.25333333333333
2022-10-19 13:56:00;57.55833333333333
2022-10-19 13:57:00;57.001666666666665
2022-10-19 13:58:00;55.68999999999999
2022-10-19 13:59:00;60.37999999999999
2022-10-19 14:00:00;63.851666666666674
2022-10-19 14:01:00;59.07333333333334
2022-10-19 14:02:00;57.70666666666667
2022-10-19 14:03:00;62.816666666666656
2022-10-19 14:04:00;53.973333333333336
2022-10-19 14:05:00;51.0
2022-10-19 14:06:00;51.0
2022-10-19 14:07:00;51.0
2022-10-19 14:08:00;51.0
2022-10-19 14:09:00;51.0
2022-10-19 14:10:00;51.0
2022-10-19 14:11:00;51.0
2022-10-19 14:12:00;53.2
2022-10-19 14:13:00;62.0
2022-10-19 14:14:00;62.0
2022-10-19 14:15:00;60.53333333333333
2022-10-19 14:16:00;58.0
2022-10-19 14:17:00;58.0
2022-10-19 14:18:00;58.0
2022-10-19 14:19:00;58.0
2022-10-19 14:20:00;58.0
2022-10-19 14:21:00;58.0
2022-10-19 14:22:00;59.48500000000001
2022-10-19 14:23:00;65.31333333333332
2022-10-19 14:24:00;67.59333333333333
2022-10-19 14:25:00;68.60166666666667
2022-10-19 14:26:00;60.058333333333344
2022-10-19 14:27:00;57.29
2022-10-19 14:28:00;57.015
2022-10-19 14:29:00;57.0
2022-10-19 14:30:00;51.30833333333332
2022-10-19 14:31:00;49.56000000000001
2022-10-19 14:32:00;51.028333333333336
2022-10-19 14:33:00;51.87333333333333
2022-10-19 14:34:00;52.47
2022-10-19 14:35:00;52.93333333333332
2022-10-19 14:36:00;53.31499999999999
2022-10-19 14:37:00;51.22500000000001
2022-10-19 14:38:00;48.075
2022-10-19 14:39:00;48.0
2022-10-19 14:40:00;61.3
2022-10-19 14:41:00;62.0
2022-10-19 14:42:00;62.0
2022-10-19 14:43:00;63.20833333333333
2022-10-19 14:44:00;55.495000000000005
2022-10-19 14:45:00;49.85333333333333
2022-10-19 14:46:00;54.0
2022-10-19 14:47:00;54.666666666666664
2022-10-19 14:48:00;55.0
2022-10-19 14:49:00;63.0
2022-10-19 14:50:00;63.0
2022-10-19 14:51:00;62.0
2022-10-19 14:52:00;59.0
2022-10-19 14:53:00;59.0
2022-10-19 14:54:00;59.0
2022-10-19 14:55:00;59.0
2022-10-19 14:56:00;59.0
2022-10-19 14:57:00;59.0
2022-10-19 14:58:00;59.0
2022-10-19 14:59:00;59.0
2022-10-19 15:00:00;59.0
2022-10-19 15:01:00;59.0
2022-10-19 15:02:00;55.63833333333332
2022-10-19 15:03:00;51.016666666666666
2022-10-19 15:04:00;53.21666666666667
2022-10-19 15:05:00;58.0
2022-10-19 15:06:00;58.0
2022-10-19 15:07:00;66.58333333333333
2022-10-19 15:08:00;78.36833333333334
2022-10-19 15:09:00;70.615
2022-10-19 15:10:00;69.0
2022-10-19 15:11:00;69.0
2022-10-19 15:12:00;60.13333333333333
2022-10-19 15:13:00;69.0
2022-10-19 15:14:00;72.91666666666667
2022-10-19 15:15:00;70.0
2022-10-19 15:16:00;70.0
2022-10-19 15:17:00;70.0
2022-10-19 15:18:00;70.0
2022-10-19 15:19:00;70.0
2022-10-19 15:20:00;63.04333333333333
2022-10-19 15:21:00;60.608333333333334
2022-10-19 15:22:00;64.06166666666667
2022-10-19 15:23:00;69.72833333333332
2022-10-19 15:24:00;60.16499999999999
2022-10-19 15:25:00;74.0
2022-10-19 15:26:00;74.0
2022-10-19 15:27:00;74.0
2022-10-19 15:28:00;73.85
2022-10-19 15:29:00;65.0
2022-10-19 15:30:00;65.0
2022-10-19 15:31:00;69.24
2022-10-19 15:32:00;68.06
2022-10-19 15:33:00;68.0
2022-10-19 15:34:00;70.33333333333333
2022-10-19 15:35:00;72.0
2022-10-19 15:36:00;72.0
2022-10-19 15:37:00;67.61166666666666
2022-10-19 15:38:00;67.545
2022-10-19 15:39:00;69.89000000000001
2022-10-19 15:40:00;65.22666666666666
2022-10-19 15:41:00;60.66166666666665
2022-10-19 15:42:00;65.68666666666667
2022-10-19 15:43:00;64.0
2022-10-19 15:44:00;64.0
2022-10-19 15:45:00;60.71666666666667
2022-10-19 15:46:00;59.0
2022-10-19 15:47:00;56.18333333333333
2022-10-19 15:48:00;46.0
2022-10-19 15:49:00;46.0
2022-10-19 15:50:00;54.23666666666666
2022-10-19 15:51:00;58.86999999999999
2022-10-19 15:52:00;57.04
2022-10-19 15:53:00;56.34
2022-10-19 15:54:00;58.82666666666667
2022-10-19 15:55:00;63.06333333333334
2022-10-19 15:56:00;60.515
2022-10-19 15:57:00;57.63333333333333
2022-10-19 15:58:00;62.779999999999994
2022-10-19 15:59:00;53.330000000000005
2022-10-19 16:00:00;51.0
2022-10-19 16:01:00;51.0
2022-10-19 16:02:00;51.0
2022-10-19 16:03:00;51.0
2022-10-19 16:04:00;51.0
2022-10-19 16:05:00;51.0
2022-10-19 16:06:00;51.0
2022-10-19 16:07:00;57.6
2022-10-19 16:08:00;62.0
2022-10-19 16:09:00;62.0
2022-10-19 16:10:00;58.46666666666667
2022-10-19 16:11:00;58.0
2022-10-19 16:12:00;58.0
2022-10-19 16:13:00;58.0
2022-10-19 16:14:00;58.0
2022-10-19 16:15:00;58.0
2022-10-19 16:16:00;58.404999999999994
2022-10-19 16:17:00;64.57
2022-10-19 16:18:00;67.19833333333332
2022-10-19 16:19:00;68.62666666666668
2022-10-19 16:20:00;60.576666666666675
2022-10-19 16:21:00;57.33833333333334
2022-10-19 16:22:00;57.02166666666667
2022-10-19 16:23:00;57.0
2022-10-19 16:24:00;50.176666666666655
2022-10-19 16:25:00;49.83166666666666
2022-10-19 16:26:00;51.16333333333333
2022-10-19 16:27:00;51.96333333333334
2022-10-19 16:28:00;52.53833333333335
2022-10-19 16:29:00;52.989999999999995
2022-10-19 16:30:00;53.50833333333333
